"rank","search_url","search_keyword","title","author","doi_url","keywords","abstract","pdf_name","higtlight","lang","search_site"
805,"https://academic.naver.com/article.naver?doc_id=233428340","필터","Recursive Bayesian Filter based Strike Velocity Estimation for Small Caliber Projectile","김종환, 조성식","http://dx.doi.org/http://dx.doi.org/10.9766/KIMST.2016.19.2.177","Ballistic Limit Velocity, , Strike Velocity, , Live Bullet Experiment, , Recursive Bayesian Filter, , Velocity Estimation, ","This paper presents a strike velocity estimation using the recursive Bayesian filter that operates both correction and prediction models to probabilistically remove noises of sensors and accurately estimate the strike velocity during the real-time experiments. Four different types of bullets such as 5.56 mm M193, 7.62 mm M80, 5.45 mm 7N10 and 7.62 mm MSC were used to validate the proposed method. Compared to the existing method, the proposed method statistically results in higher stability of the strike velocity estimation as well as its reliability for the ballistic limit velocity computation.","64428835c9a34e1d8489221fe3e14ee8","","eng","naver"
583,"https://academic.naver.com/article.naver?doc_id=593975894","코팅","A Facile synthesis of CoS by Successive Ionic Layer Adsorption and Reaction (SILAR) Process for Supercapacitors","김재승, 이재원, Vijay Shamrao Kumbhar, 최진섭, 이기영","http://dx.doi.org/http://dx.doi.org/10.5695/JKISE.2019.52.3.130","Cobalt sulfide, CoS, Supercapacitor, Successive ionic layer adsorption and reaction, SILAR, Cobalt sulfide (CoS), Successive ionic layer adsorption and reaction (SILAR)","In this study, the cobalt sulfide (CoS) nanosheet on stainless steel as a supercapacitor electrode is synthesized by using a facile successive ionic layer adsorption reaction (SILAR) method. The number of cycles for dipping and rinsing can control the nanosheet thickness of CoS on stainless steel. Field emission-scanning electron microscopy (FE-SEM) showed a layer structure of CoS particles coupled as agglomeration. And x-ray diffraction (XRD) showed the crystallinity of the CoS nanosheet. To investigate the characteristics of the CoS nanosheet electrode as the supercapacitor, analysis of electrochemical measurement was conducted. Finally, the CoS nanosheet of 70cycles on stainless steel shows the specific capacitance ($44.25mF/cm^2$ at $0.25mA/cm^2$) with electrochemical stability of 78.5% over during 2000cycles.","adfa60305a4f403995f215b254e7817c","","eng","naver"
545,"https://academic.naver.com/article.naver?doc_id=594840444","여과","Changes of Particle Filtration Efficiency of Cloth Masks by Machine Washing and Cloth Expansion","김승원","http://dx.doi.org/http://dx.doi.org/10.15269/JKSOEH.2017.27.2.115","cloth expansion, cloth mask, filtration efficiency, machine washing","Objectives: This study was designed to evaluate the changes in the particle filtration efficiencies of five cloth masks (4 plate types, 1 cup type) with an increasing number of machine washings and the degree of cloth expansion. Methods: NaCl aerosols were generated using an atomizer and passed through cloth masks in a dynamic aerosol chamber. Particle concentrations were measured both before and after for the cloth masks using an optical particle counter (OPC) in the size range of $0.3{\sim}10{\mu}m$. Results: In the original condition, the filtration efficiencies of the five cloth masks were A: 20.1%, B:30.9%, C: 25.0%, D: 26.5%, and E: 40.9%. As the number of washings increased in the order of one, two, and four times, the filtration efficiencies of cloth mask C increased. The filtration efficiency of A, D, and E increased after the first washing. With the exception of B, the filtration efficiency of cloth masks increased after the second washing and those of all cloth masks increased after the fourth washing. This might be caused by the fibers untangling from the yarn and being freed at one end. In this status, the packing density of the textile will not change, but the distances between fibers will increase, which might bring about an increase in filtration efficiency. When the cloth masks were extended by 10% and 20% in one direction, the filtration efficiencies of cloth masks B, D, and E decreased at 10% extension, and those of all cloth masks decreased at 20% extension. When the cloth masks were expanded by 10% and 20% in two directions, the filtration efficiencies of all cloth masks decreased by at least 34.7% at 10% extension, and by at least 60.9% at 20% extension Conclusions: The filtration efficiency of cloth masks could decrease after one to two machine washings, but will increase after four washings in comparison with their original performances. The filtration efficiency of cloth masks will decrease when they are expanded, such as when stretching over the nose during wearing status.","4804f5f66e5e4f95be5b4a4f34ade0ba","","eng","naver"
1036,"https://academic.naver.com/article.naver?doc_id=594287335","화합물","Recovery of Mo by liquid-liquid extraction from synthetic leaching solution of spent Inconel 713C super alloy and preparation of Mo compounds","안종관, 김다영, 인용현","http://dx.doi.org/http://dx.doi.org/10.5762/KAIS.2018.19.8.403","Mo, Solvent extraction, Stripping, MoO3, Alamine336","Inconel 713C which of a commercial Ni super alloy have the composition of 70 % Ni, 12 % Cr, 6 % Al and 4 % Mo. Mo is very expensive and have some economic value to recover in the alloy. In this study, liquid-liquid exraction(solvent extraction and stripping) has been performed to separate Mo from the synthetic leaching solution of spent Inconel 713C alloy and prepare to Mo powder by dying, evaporation and heat treatment. The experiments were conducted by using synthetic leaching solution which was prepared $NaMoO_4$ $2H_2O$ by dissolved in distilled water. Alamine336 and Cyanex272 dissolved in kerosene were used as extractants. The extraction percentage of Mo by Alamine336 is 99 % in the condition of the range of pH 1 to 4 and 1 % of concentration of Alamine336. The stripping solutions are used by HCl, $H_2SO_4$ and $HNO_3$ solutions and the concentrations were controlled by distilled water. The concentrations of HCl, $H_2SO_4$ and $HNO_3$ as stripping solutions are increased, the stripping percentages of Mo are increased and the stripping percentage of Mo by $HNO_3$ is higher than other stripping solutions. After liquid-liquid extraction and heat treatment, $MoO_3$ powder which of the purity of 97.5 % was prepared.","181471cd01e14594843a396535ac9246","","eng","naver"
1027,"https://academic.naver.com/article.naver?doc_id=594320224","다공성","Fabrication of a Porous 3C-SiC Based Resistivity Hydrogen Sensor and Its Characteristics","김강산, 정귀상","http://dx.doi.org/10.5369/JSST.2011.20.3.168","3csic, , , Porous 3C-SiC, Hydrogen sensor, Resistivity type","Porous 3C-SiC(pSiC) samples with different pore diameters were prepared from poly crystalline N-type 3C-SiC by electrochemical anodization. The pSiC surface was chemically modified by the sputtering of Pd and Pt nano-particles as a hydrogen catalyst. Changes in resistance were monitored with hydrogen concentrations in the range of 110 ppm - 410 ppm. The variations of the electrical resistance in the presence of hydrogen demonstrated that Pd and Pt-deposited pSiC samples have the ability to detect hydrogen at room temperature. Regardless of the catalyst, the 25 nm pore diameter samples showed good response and recovery properties. However, the 60 nm samples showed unstable and slow response. It was found that the pore size affects the catalyst reaction and consequently, results in changes of the sensitivity to hydrogen.","876cfcc556924565863d089a07e62de8","","eng","naver"
1037,"https://academic.naver.com/article.naver?doc_id=594702545","화합물","Synthesis of New Bichromophore Compounds","김정환, 김영은","http://dx.doi.org/10.5012/jkcs.2008.52.5.515","H-chelate, BF2-chelate, Bichromophore compounds, h, bf2, bichromophore","","0e06580ddd9145e98f5114cd5d5d71ab","","eng","naver"
491,"https://academic.naver.com/article.naver?doc_id=443660760","여과","Genome sequence of the strain RR3-28 isolated from a seawater recirculating aquaculture system and related to the genus Nitratireductor","Eun Soo Noh, Young-Sam Kim, Da-Eun Lee, Kyoung-Ho Kim","http://dx.doi.org/http://dx.doi.org/10.7845/kjm.2017.7009","Nitratireductor, genome sequencing, recirculating aquaculture system, RR3-28","Complete genome sequences were retrieved from the strain RR3-28 that was isolated from a seawater recirculating aquaculture system and related to the genus Nitratireductor. The genome sequence consists of a single, circular chromosome of 3,357,577 bp with 58.6% G+C content. The genome was identified to contain twenty-one genes related to denitrification and one intact prophage.","eb188f3990b54926bba9fb114921cb2c","","eng","naver"
941,"https://academic.naver.com/article.naver?doc_id=601814364","공기","Assessment of Indoor Air Quality and the Eye Symptom of Occupants in Newly-built Office Building after Planting Indoor Plants","김효진, 김호현","http://dx.doi.org/http://dx.doi.org/10.14479/jkoos.2016.21.3.265",", , , , Office building, Eye symptom, Indoor plants, IAQ","Purpose: The aim of this study was to evaluate relationship between worker's ophthalmoxerosis symptom and IAQ (Indoor Air Quality) variation after planting indoor plants at newly-built office building. Methods: We selected a new office building located in Sejong-si and occupants who work in the Office for study. The indoor air pollutant was investigated according to applying indoor plants. The indoor air quality of the new building was evaluated by measuring volatile organic compounds (VOCs), aldehydes, temperature and humidity. The level of dry eye symptoms was classified into normal, mild, moderate and severe by using the Ocular Surface Disease Index (OSDI). Results: There was VOCs' reduction effect according to placing indoor plants because the concentration of VOCs in newly-built government office (Sejong-si) was highly decreased when the indoor plants was placed at the office. The occupants' SBS (Sick Building Syndrome) symptoms score was gradually decreased in accordance with applying indoor plants. However, SBS symptoms score was increased when the office was not applied indoor plants. There was not statistical significance in workers' dry eye questionnaire results. Conclusions: There was reduction effect of indoor air pollutant in applied indoor plants office. Also, in case of questionnaire results of ophthalmoxerosis and SBS (Sick Building Syndrome) symptoms score were showed positive effect. This study is needed longer-term study because of complements of difference of individual sensitivity and there are some limitations due to field survey research.","1dc5fb406d724a34865c07a697e01ce0","","eng","naver"
857,"https://academic.naver.com/article.naver?doc_id=181734439","필터","A Restoration of Degraded Medicine Images Based on Optimized Parametric Wiener Filter","신충호, 정채영","http://dx.doi.org/http://dx.doi.org/10.6109/jkiice.2012.16.5.1055",", , , inverse filter, parametric wiener filter, constraint least square filter","The noise of image is added by many environmental factors. Therefore, we need to remove these noises using the conventional filtering methods, which are optimized based on the statistical characteristic of noise. In direct restoration method, there is an inverse filter and the wiener filter. Here, the wiener filter is the optimized filter in the view of least square method. First, we are going to study the inverse filter, wiener filter, constraint least square filter. Second, in order to control the quantity, we use the parameters instead of the power spectrum ratio. But, these parameters have the conflicting condition, therefore, we optimized the variables using parametric wiener filter which adjust the application appropriately. In the simulation results, the contrast of the degraded image was enhanced and the noise was removed. Comparative experimentation was demonstrated edge preserving and noise removing property.","76350fb5f64b4887a5042fb449639db7","","eng","naver"
501,"https://academic.naver.com/article.naver?doc_id=443881226","여과","Complete genome of a denitrifying Halioglobus sp. RR3-57 isolated from a seawater recirculating aquaculture system","Young-Sam Kim, Eun Soo Noh, Da-Eun Lee, Kyoung-Ho Kim","http://dx.doi.org/http://dx.doi.org/10.7845/kjm.2017.7003","Halioglobus, complete genome, denitrification, seawater recirculating aquaculture system","Halioglobus sp. RR3-57 was isolated from a biofilter of a seawater recirculating aquaculture system and its complete genome sequence was obtained using the PacBio RS II platform. Two circular contigs were assembled and considered as a chromosome and a plasmid (size of 4,847,776 bp and 155,799 bp, and G+C content of 57.5% and 53.2%, respectively). Genomic analysis showed RR3-57 had 18 denitrification-related genes and an incomplete prophage.","329673b9387f4ec8abab993a4586fb76","","eng","naver"
594,"https://academic.naver.com/article.naver?doc_id=594376520","코팅","Thermal Barrier Coating Durability Testing Trends for Thrust Chamber of Liquid-propellant Rocket Engine","이금오, 유철성, 임병직, 최환석","http://dx.doi.org/http://dx.doi.org/10.6108/KSPE.2013.17.1.103",", , , , , , combustionchamber, thermalbarriercoating, bendingtest, durability, thermalfatigue, combustiontest","Durability testing method trends of the thermal barrier coating(TBC) for the combustion chamber of the liquid-propellant rocket engine have been investigated. Many types of the durability testing method such as the mechanical tests to measure surface cohesion force, the thermal fatigue tests with laser, furnace, burner or plasma, the small scale combustion tests using injectors, and the thermo-mechanical fatigue tests were observed. The TBC with sufficient durability can be selected for the use of combustion chamber through such specimen-level tests and the durability can be verified by the tests using the real scale combustion chambers.","a22428267a464888bfa994b0b4a6a4ae","","eng","naver"
1032,"https://academic.naver.com/article.naver?doc_id=594317792","다공성","Non-Contact Level on Air Levitation Table with Porous Chamber Array","김준현, 정영석, 이태걸, 김태훈, 정효재","http://dx.doi.org/http://dx.doi.org/10.7735/ksmte.2013.22.6.913","Air levitation, Air table, Conveyor, Fiber filter, LCD glass sheet, Non-contacting transportation","This paper presents an applicable basic design that can configure non-contact levitation table for conveying a large sheet of glass. The suggested air levitation table consists of a series of air chambers with porous pads and fans as the conveyor system. The air supply chambers are arrayed to supply an adequately strong upward airflow for supporting the glass. Levitation is controlled by the size and discharge velocity, of the chamber arrays, as well as the glass supporting height. After pre-evaluation of the glass rigidity and the filer functional performance, a one-way fluid structure interface (FSI) analysis is performed for predicting pressure and deflection working of the 8G glass in the transverse and longitudinal directions, respectively. After comparing calculated levels of flatness of the glass, it determines the chamber array for the linear non-contact conveying motion.","08ef2f5f3c62426aa611da30736a05eb","","eng","naver"
636,"https://academic.naver.com/article.naver?doc_id=176917573","코팅","Effect of Coating Materials on the Stability of Spray-Dried Lactobacillus Powder during Storage","김수진, 이상윤, 한종권, 이재권, 최미정","http://dx.doi.org/http://dx.doi.org/10.9721/KJFST.2015.47.5.633","Lactobacillus plantarum, coating materials, encapsulation, storage stability, spray-dried powder","Lactobacillus is a probiotic that suppresses the growth of pathogens while preventing constipation, diarrhea, and intestinal inflammation. However, various environmental conditions such as pH and temperature affect the growth of Lactobacillus. In this study, Lactobacillus plantarum was encapsulated with starch using a spray dryer to protect the viability of the organism during storage and to increase its acid tolerance. The lower water activity and storage temperature resulting from this method influenced the survival of L. plantarum. In encapsulated Lactobacillus powders, viability of Lactobacillus was increased during storage at $20^{\circ}C$ relative to that of L. plantarum stored at $35^{\circ}C$ in the same water activity conditions. Furthermore, L. plantarum encapsulated in starch with ginger showed increased viability when compared to non-encapsulated L. plantarum stored without treatment. Finally, based on a simulated digestion test, encapsulated L. plantarum survived at a pH of 2, whereas the non-encapsulated L. plantarum did not. Thus, coating the encapsulated powder with these materials was effective in maintaining Lactobacillus viability.","7e7894e27fc4469f88f768bad52c4fbd","","eng","naver"
820,"https://academic.naver.com/article.naver?doc_id=594297170","필터","An Improved Adaptive Median Filter for Impulse Noise Removal","Xu Long, 김남호","http://dx.doi.org/http://dx.doi.org/10.6109/jkiice.2013.17.4.989",", , , , Impulse noise, Edge preserve, Distortion, Improved filter","Image degradation caused by the impulse noise is generated in the process of image transmission and so on. It has been studied by many researchers in order to remove these noise. The representative impulse noise removal method includes SM filter. Though SM filter will indicate errors by the increasing of impulse noise density. Therefore, in this paper, in order to preserve the edges of the image, and reduce the distortion of the image, an improved adaptive median filter algorithm is proposed. In the simulation results, the algorithm showed excellent results in all several areas, and the PSNR is used as the criterion of evaluation.","1af8473b9d5f43e59812ae3671c966e0","","eng","naver"
962,"https://academic.naver.com/article.naver?doc_id=443761952","공기","A Study on the Contamination of Photovoltaic Cells by Fine Dust in the Air","한진목, 최수광, 김세웅, 정영관","http://dx.doi.org/http://dx.doi.org/10.7316/KHNES.2018.29.3.292","Photovoltic cell, , Air, , Fine dust, , Contamination, , Day and night, , Temperature, , Humidity, , photovolticcell, air, finedust, contamination, dayandnight, temperature, humidity","The contamination of photovoltaic (PV) cells reduces the incidence of sunlight and reduces the power generation output of PV cells. The main factor influencing the contamination of PV cells installed outdoors is the fine dust in the air, but the influence of temperature, humidity, rain and wind can be considered. In this paper, experiments on the contamination of PV cells according to the fine dust density, the temperature and humidity of air were investigated. As results of this study, the contamination area of PV cells increases with contamination time and cumulative fine dust density in the air. The contamination of PV cells increases when the temperature is low and the humidity is high. Also, as the contamination of PV cells is affected to the wind, the deviation of contamination area is happened.","05d46cc6abb74b2287fdc7455ff8709b","","eng","naver"
1000,"https://academic.naver.com/article.naver?doc_id=594069343","다공성","Electrolytic Reduction of 1 kg-UO2 in Li2O-LiCl Molten Salt using Porous Anode Shroud","최은영, 이정, 전민구, 이상권, 김성욱, 전상채, 이주호, 허진목","http://dx.doi.org/http://dx.doi.org/10.5229/JKES.2015.18.3.121","electrolytic reduction, molten salt, uranium oxide, anode shroud","The platinum anode for the electrolytic reduction process is generally surrounded by a nonporous ceramic shroud with an open bottom to offer a path for $O_2$ gas produced on the anode surface and prevent the corrosion of the electrolytic reducer. However, the $O^{2-}$ ions generated from the cathode are transported only in a limited fashion through the open bottom of the anode shroud because the nonporous shroud hinders the transport of the $O^{2-}$ ions to the anode surface, which leads to a decrease in the current density and an increase in the operation time of the process. In the present study, we demonstrate the electrolytic reduction of 1 kg-uranium oxide ($UO_2$) using the porous shroud to investigate its long-term stability. The $UO_2$ with the size of 1~4mm and the density of $10.30{\sim}10.41g/cm^3$ was used for the cathode. The platinum and 5-layer STS mesh were used for the anode and its shroud, respectively. After the termination of the electrolytic reduction run in 1.5 wt.% $Li_2O-LiCl$ molten salt, it was revealed that the U metal was successfully converted from the $UO_2$ and the anode and its shroud were used without any significant damage.","ce47c9b7cc5644279c6c36e18b34d67c","","eng","naver"
1073,"https://academic.naver.com/article.naver?doc_id=594938024","화합물","The Calculation of the Energy Band Gaps of Zincblende InAs1-X NX on Temperature and Composition","정호용, 김대익","http://dx.doi.org/10.13067/JKIECS.2016.11.12.1165","InAs1-xNx, , , EPM, bac, bowing parameter, energy band gap, empirical pseudopotential method, band anticrossing model, Band Anti-Crossing Model InAs1-xNx","The energy band gaps and the bowing parameters of zincblende InAs1-xN are determined by using an empirical pseudopotential method(EPM) within the improved virtual crystal approximation(VCA), which includes the disorder effect. The direct-band-gap bowing parameter calculated by using the EPM is 4.1eV for InAs1-xNx ($0{\leq}x{\leq}0.05$). The dependences of the band gaps of N-dilute InAs1-xNx on the temperature and composition are calculated by modifying the band anti-crossing(BAC) model. The calculation results are consistent with experimental values, and the coupling parameter CMN of InAs1-xNx is found to be equal to 1.8 by fitting the EPM data.","04524dbf00704f3aadad991d33cae6e3","","eng","naver"
